1;2;2
2;3;3
3;5;5
4;7;7
5;11;b
6;13;d
7;17;h
8;19;j
9;23;n
10;29;t
11;31;v
12;37;1,5
13;41;1,9
14;43;1,b
15;47;1,f
16;53;1,l
17;59;1,r
18;61;1,t
19;67;2,3
20;71;2,7
21;73;2,9
22;79;2,f
23;83;2,j
24;89;2,p
25;97;1,3
26;101;3,5
27;103;3,7
28;107;3,b
29;109;3,d
30;113;3,h
31;127;3,v
32;131;3,4
33;137;4,9
34;139;4,b
35;149;4,l
36;151;4,n
37;157;4,t
38;163;3,5
39;167;5,7
40;173;5,d
41;179;5,j
42;181;5,l
43;191;5,v
44;193;1,6
45;197;5,6
46;199;6,7
47;211;6,j
48;223;6,v
49;227;3,7
50;229;5,7
51;233;7,9
52;239;7,f
53;241;7,h
54;251;7,r
55;257;1,8
56;263;7,8
57;269;8,d
58;271;8,f
59;277;8,l
60;281;8,p
61;283;8,r
62;293;5,9
63;307;9,j
64;311;9,n
65;313;9,p
66;317;9,t
67;331;a,b
68;337;a,h
69;347;a,r
70;349;a,t
71;353;1,b
72;359;7,b
73;367;b,f
74;373;b,l
75;379;b,r
76;383;b,v
77;389;5,c
78;397;c,d
79;401;c,h
80;409;c,p
81;419;3,d
82;421;5,d
83;431;d,f
84;433;d,h
85;439;d,n
86;443;d,r
87;449;1,e
88;457;9,e
89;461;d,e
90;463;e,f
91;467;e,j
92;479;e,v
93;487;7,f
94;491;b,f
95;499;f,j
96;503;f,n
97;509;f,t
98;521;9,g
99;523;b,g
100;541;g,t
101;547;3,h
102;557;d,h
103;563;h,j
104;569;h,p
105;571;h,r
106;577;1,i
107;587;b,i
108;593;h,i
109;599;i,n
110;601;i,p
111;607;i,v
112;613;5,j
113;617;9,j
114;619;b,j
115;631;j,n
116;641;1,k
117;643;3,k
118;647;7,k
119;653;d,k
120;659;j,k
121;661;k,l
122;673;1,l
123;677;5,l
124;683;b,l
125;691;j,l
126;701;l,t
127;709;5,m
128;719;f,m
129;727;m,n
130;733;m,t
131;739;3,n
132;743;7,n
133;751;f,n
134;757;l,n
135;761;n,p
136;769;1,o
137;773;5,o
138;787;j,o
139;797;o,t
140;809;9,p
141;811;b,p
142;821;l,p
143;823;n,p
144;827;p,r
145;829;p,t
146;839;7,q
147;853;l,q
148;857;p,q
149;859;q,r
150;863;q,v
151;877;d,r
152;881;h,r
153;883;j,r
154;887;n,r
155;907;b,s
156;911;f,s
157;919;n,s
158;929;1,t
159;937;9,t
160;941;d,t
161;947;j,t
162;953;p,t
163;967;7,u
164;971;b,u
165;977;h,u
166;983;n,u
167;991;u,v
168;997;5,v
169;1009;h,v
170;1013;l,v
171;1019;r,v
172;1021;t,v
173;1031;0,1,7
174;1033;0,1,9
175;1039;0,1,f
176;1049;0,1,p
177;1051;0,1,r
178;1061;1,5
179;1063;1,7
180;1069;1,d
181;1087;1,v
182;1091;1,2,3
183;1093;1,2,5
184;1097;1,2,9
185;1103;1,2,f
186;1109;1,2,l
187;1117;1,2,t
188;1123;1,3
189;1129;1,3,9
190;1151;1,3,v
191;1153;1,4
192;1163;1,4,b
193;1171;1,4,j
194;1181;1,4,t
195;1187;1,3,5
196;1193;1,5,9
197;1201;1,5,h
198;1213;1,5,t
199;1217;1,6
200;1223;1,6,7
201;1229;1,6,d
202;1231;1,6,f
203;1237;1,6,l
204;1249;1,7
205;1259;1,7,b
206;1277;1,7,t
207;1279;1,7,v
208;1283;1,3,8
209;1289;1,8,9
210;1291;1,8,b
211;1297;1,8,h
212;1301;1,8,l
213;1303;1,8,n
