45833;556793;3,5,6,7,9
18099;201497;0,1,2,4,7,9
46065;559883;3,5,8,9
45004;545789;4,5,7,8,9
20777;234331;1,2,3,4
36484;434029;0,2,3,4,9
47394;577463;3,4,5,6,7
34618;410087;0,1,4,7,8
32781;386233;2,3,6,8
5224;51031;0,1,3,5
45627;553991;1,3,5,9
27909;323819;1,2,3,8,9
7880;80513;0,1,3,5,8
42135;507919;0,1,5,7,9
20546;231347;1,2,3,4,7
15576;170873;0,1,3,7,8
41829;503947;0,3,4,5,7,9
43368;524057;0,2,4,5,7
49361;603503;0,3,5,6
439;3067;0,3,6,7
12853;138143;1,3,4,8
13821;149689;1,4,6,8,9
8777;90679;0,6,7,9
48944;597853;3,5,7,8,9
11103;117701;0,1,7
49432;604379;0,3,4,6,7,9
45977;558757;5,7,8
21655;245291;1,2,4,5,9
40261;483281;1,2,3,4,8
5845;57709;0,5,7,9
33761;398729;2,3,7,8,9
32568;383609;0,3,6,8,9
12816;137699;1,3,6,7,9
43405;524509;0,2,4,5,9
1979;17189;1,7,8,9
20800;234629;2,3,4,6,9
28414;330103;0,1,3
45761;555871;1,5,7,8
29448;343333;3,4
2105;18371;1,3,7,8
23104;263437;2,3,4,6,7
37232;443591;1,3,4,5,9
17088;189061;0,1,6,8,9
26941;311867;1,3,6,7,8
4286;40933;0,3,4,9
34363;406817;0,1,4,6,7,8
29950;349709;0,3,4,7,9
14780;161137;1,3,6,7
5198;50723;0,2,3,5,7
31265;366497;3,4,6,7,9
45175;548117;1,4,5,7,8
12901;138647;1,3,4,6,7,8
35784;425059;0,2,4,5,9
13749;148921;1,2,4,8,9
45811;556583;3,5,6,8
18358;204679;0,2,4,6,7,9
21913;248407;0,2,4,7,8
41146;494933;3,4,9
169;1009;0,1,9
1142;9209;0,2,9
43668;527881;1,2,5,7,8
17510;194113;1,3,4,9
20995;237157;1,2,3,5,7
18784;209743;0,2,3,4,7,9
28887;336163;1,3,6
27641;320339;0,2,3,9
17304;191699;1,6,9
17310;191783;
36216;430783;0,3,4,7,8
19652;220469;0,2,4,6,9
20739;233917;1,2,3,7,9
26037;300497;0,3,4,7,9
32591;383837;3,7,8
13535;146309;0,1,3,4,6,9
11931;127363;1,2,3,6,7
46247;562361;1,2,3,5,6
5101;49667;4,6,7,9
17365;192431;1,2,3,4,9
45666;554573;3,4,5,7
1805;15451;1,4,5
22611;257189;1,2,5,7,8,9
26186;302329;0,2,3,9
42971;518807;0,1,5,7,8
8847;91493;1,3,4,9
39734;476369;3,4,6,7,9
9445;98369;3,6,8,9
22240;252449;2,4,5,9
5258;51413;1,3,4,5
16461;181639;1,3,6,8,9
43344;523681;1,2,3,5,6,8
452;3191;1,3,9
7058;71293;1,2,3,7,9
14726;160541;0,1,4,5,6
35369;419693;1,3,4,6,9
39677;475697;4,5,6,7,9
26594;307267;0,2,3,6,7
46504;565661;1,5,6
24230;277309;0,2,3,7,9
31605;371177;1,3,7
20834;235003;0,2,3,5
44361;537029;0,2,3,5,7,9
6359;63443;3,4,6
38945;466373;3,4,6,7
47043;572801;0,1,2,5,7,8
11979;127873;1,2,3,7,8
7753;79111;1,7,9
39500;473503;0,3,4,5,7
12006;128239;1,2,3,8,9
41291;496841;1,4,6,8,9
22800;259537;2,3,5,7,9
2146;18803;0,1,3,8
31434;368653;3,5,6,8
8146;83437;3,4,7,8
35062;415783;1,3,4,5,7,8
22944;261427;1,2,4,6,7
27368;317123;1,2,3,7
29013;337697;3,6,7,9
7202;72869;2,6,7,8,9
38313;457979;4,5,7,9
31826;374041;0,1,3,4,7
10665;112543;1,2,3,4,5
6189;61519;1,5,6,9
1448;12101;0,1,2
16182;178261;1,2,6,7,8
48506;592223;2,3,5,9
34924;414109;0,1,4,9
19596;219797;1,2,7,9
40775;490111;0,1,4,9
16093;177101;0,1,7
40699;489133;1,3,4,8,9
28739;334289;2,3,4,8,9
20888;235751;1,2,3,5,7
42467;512429;1,2,4,5,9
49094;599941;1,4,5,9
31926;375223;2,3,5,7
14113;153059;0,1,3,5,9
31162;365257;2,3,5,6,7
37145;442609;0,2,4,6,9
43109;520633;0,2,3,5,6
40998;493121;1,2,3,4,9
11376;120871;0,1,2,7,8
12617;135449;1,3,4,5,9
43207;521869;1,2,5,6,8,9
10468;110237;0,1,2,3,7
40446;486023;0,2,3,4,6,8
22812;259667;2,5,6,7,9
19730;221447;1,2,4,7
17681;196279;1,2,6,7,9
24870;285343;2,3,4,5,8
25303;290959;0,2,5,9
2093;18257;1,2,5,7,8
25006;287173;1,2,3,7,8
26913;311473;1,3,4,7
13096;140983;0,1,3,4,8,9
8177;83833;3,8
23983;274271;1,2,4,7
26479;305849;0,3,4,5,8,9
9068;93979;3,7,9
38721;463579;3,4,5,6,7,9
40093;481097;0,1,4,7,8,9
45870;557273;2,3,5,7
44150;534301;0,1,3,4,5
38135;455599;4,5,9
23451;267613;1,2,3,6,7
14825;161717;1,6,7
18364;204781;0,1,2,4,7,8
28000;324949;2,3,4,9
41830;503959;0,3,5,9
40424;485647;4,5,6,7,8
11619;123637;1,2,3,6,7
10113;106109;0,1,6,9
23468;267749;2,4,6,7,9
38137;455627;2,4,5,6,7
35309;418933;1,3,4,8,9
16650;183829;1,2,3,8,9
25646;295411;1,2,4,5,9
6517;65213;1,2,3,5,6
26977;312289;1,2,3,8,9
47819;583069;0,3,5,6,8,9
25715;296287;2,6,7,8,9
11160;118343;1,3,4,8
33119;390647;0,3,4,6,7,9
45557;553099;0,3,5,9
7500;76207;0,2,6,7
24591;281849;1,2,4,8,9
24412;279689;2,6,7,8,9
3462;32297;2,3,7,9
45971;558643;3,4,5,6,8
14047;152267;1,2,5,6,7
26347;304303;0,3,4
4116;39103;0,1,3,9
34171;404221;0,1,2,4
16901;186761;1,6,7,8
48140;587173;1,3,5,7,8
6608;66191;1,6,9
27934;324179;1,2,3,4,7,9
27216;315269;1,2,3,5,6,9
15981;175897;1,5,7,8,9
29401;342697;2,3,4,6,7,9
32656;384623;2,3,4,6,8
6869;69163;1,3,6,9
1872;16087;0,1,6,7,8
48301;589241;1,2,4,5,8,9
21768;246689;2,4,6,8,9
40461;486193;1,3,4,6,8,9
35796;425237;2,3,4,5,7
7902;80747;0,4,7,8
16326;179833;
21928;248593;2,3,4,5,8,9
9780;102107;0,1,2,7
14549;158359;1,3,5,8,9
7403;75133;1,3,5,7
22591;256901;0,1,2,5,6,9
2387;21227;1,2,7
39090;468253;2,3,4,5,6,8
18765;209543;0,2,3,4,5,9
48596;593293;2,3,5,9
32617;384157;1,3,4,5,7,8
9699;101279;0,1,2,7,9
21189;239587;2,3,5,7,8,9
47056;572933;2,3,5,7,9
27979;324697;2,3,4,6,7,9
40264;483323;2,3,4,8
21461;242873;2,3,4,7,8
31574;370663;0,3,6,7
20272;228181;1,2,8
16799;185621;1,2,5,6,8
29692;346417;1,3,4,6,7
33064;389971;
16845;186097;0,1,6,7,8,9
33537;395849;3,4,5,8,9
34110;403433;0,3,4
34209;404783;0,3,4,7,8
19947;224113;1,2,3,4
45645;554233;2,3,4,5
9900;103591;0,1,3,5,9
17633;195737;1,3,5,7,9
38041;454409;0,4,5,9
15943;175411;1,4,5,7
39349;471533;1,3,4,5,7
28075;325807;0,2,3,5,7,8
49118;600289;0,2,6,8,9
8925;92387;2,3,7,8,9
40111;481303;0,1,3,4,8
7589;77249;2,4,7,9
46091;560179;0,1,5,6,7,9
14077;152629;1,2,5,6,9
9361;97327;2,3,7,9
33546;395959;3,5,9
798;6121;1,2,6
23340;266351;1,2,3,5,6
16340;179981;1,7,8,9
21992;249377;2,3,4,7,9
12204;130483;0,1,3,4,8
46215;561947;1,4,5,6,7,9
39089;468241;1,2,4,6,8
45755;555767;5,6,7
39085;468187;1,4,6,7,8
30275;353797;3,5,7,9
23445;267569;2,5,6,7,9
46263;562579;2,5,6,7,9
2295;20327;0,2,3,7
17885;198769;1,6,7,8,9
22830;259907;0,2,5,7,9
30239;353333;3,5
9584;99881;1,8,9
49553;605993;0,3,5,6,9
15478;169783;1,3,6,7,8,9
4912;47653;3,4,5,6,7
35391;420001;0,1,2,4
18018;200383;0,2,3,8
16735;184879;1,4,7,8,9
45530;552757;2,5,7
22766;259099;0,2,5,9
13531;146273;1,2,3,4,6,7
46884;570733;0,3,5,7
1021;8117;1,7,8
26497;306121;0,1,2,3,6
8665;89491;1,4,8,9
43257;522517;1,2,5,7
49519;605533;0,3,5,6
24310;278413;1,2,3,4,7,8
46688;568231;1,2,3,5,6,8
5325;52067;0,2,5,6,7
24296;278219;1,2,7,8,9
35230;417997;1,4,7,9
23181;264359;2,3,4,5,6,9
40440;485909;0,4,5,8,9
32465;382253;2,3,5,8
44827;543307;0,3,4,5,7
27337;316769;1,3,6,7,9
27318;316531;1,3,5,6
14868;162263;1,2,3,6
25540;294103;0,1,2,3,4,9
38272;457393;3,4,5,7,9
31561;370511;0,1,3,5,7
17776;197441;1,4,7,9
44981;545497;4,5,7,9
40342;484327;2,3,4,7,8
49240;601889;0,1,6,8,9
7253;73453;3,4,5,7
38043;454451;1,4,5
3921;36973;3,6,7,9
8603;88813;1,3,8
25364;291701;0,1,2,7,9
48198;587863;3,5,6,7,8
9437;98269;2,6,8,9
