1;141334003;0,1,3,4
2;30843433;0,3,4,8
3;30554509;0,3,4,5,9
4;33244331;1,2,3,4
5;39714223;1,2,3,4,7,9
6;66565951;1,5,6,9
7;166802459;0,1,2,4,5,6,8,9
8;173039791;0,1,3,7,9
9;21876521;1,2,5,6,7,8
10;78121649;1,2,4,6,7,8,9
11;194507;0,1,4,5,7,9
12;160053137;0,1,3,5,6,7
13;31607293;0,1,2,3,6,7,9
14;74321833;1,2,3,4,7,8
15;66883139;1,3,6,8,9
16;160299787;0,1,2,6,7,8,9
17;22483567;2,3,4,5,6,7,8
18;28054459;0,2,4,5,8,9
19;93928579;2,3,5,7,8,9
20;26120309;0,1,2,3,6,9
21;12149741;1,2,4,7,9
22;155523083;0,1,2,3,5,8
23;6935879;3,5,6,7,8,9
24;32027551;0,1,2,3,5,7
25;14150321;0,1,2,3,4,5
26;18239399;1,2,3,8,9
27;79706527;0,2,5,6,7,9
28;41915827;1,2,4,5,7,8,9
29;4818211;1,2,4,8
30;60033731;0,1,3,6,7
31;44978471;1,4,7,8,9
32;155345291;1,2,3,4,5,9
33;151499371;1,3,4,5,7,9
34;46873219;1,2,3,4,6,7,8,9
35;99507029;0,2,5,7,9
36;130432403;0,1,2,3,4
37;132184781;1,2,3,4,7,8
38;72427367;2,3,4,6,7
39;34472509;0,2,3,4,5,7,9
40;133154477;1,3,4,5,7
41;12235667;1,2,3,5,6,7
42;44022947;0,2,4,7,9
43;141566471;1,4,5,6,7
44;82476731;1,2,3,4,6,7,8
45;78264803;0,2,3,4,6,7,8
46;24038699;0,2,3,4,6,8,9
47;110291123;0,1,2,3,9
48;79555369;3,5,6,7,9
49;139548463;1,3,4,5,6,8,9
50;16347193;1,3,4,6,7,9
51;177307177;0,1,3,7
52;173656811;1,3,5,6,7,8
53;160568797;0,1,5,6,7,8,9
54;125399083;0,1,2,3,5,8,9
55;166195189;1,5,6,8,9
56;68253797;2,3,5,6,7,8,9
57;175574923;1,2,3,4,5,7,9
58;49166743;1,3,4,6,7,9
59;27521357;1,2,3,5,7
60;829813;1,2,3,8,9
61;9187201;0,1,2,7,8,9
62;35992241;1,2,3,4,5,9
63;105434899;0,1,3,4,5,8,9
64;33658679;3,5,6,7,8,9
65;30478727;0,2,3,4,7,8
66;48302539;0,2,3,4,5,8,9
67;37485011;0,1,3,4,5,7,8
68;157073011;0,1,3,5,7
69;85089197;0,1,5,7,8,9
70;172905169;0,1,2,5,6,7,9
71;173816441;1,3,4,6,7,8
72;178206913;0,1,2,3,6,7,8,9
73;135694421;1,2,3,4,5,6,9
74;109140463;0,1,3,4,6,9
75;86730577;0,3,5,6,7,8
76;24666977;2,4,6,7,9
77;36817673;1,3,6,7,8
78;81834587;1,3,4,5,7,8
79;75928169;1,2,5,6,7,8,9
80;162518203;0,1,2,3,5,6,8
81;25003063;0,2,3,5,6
82;113741987;1,3,4,7,8,9
83;100967189;0,1,6,7,8,9
84;22166741;1,2,4,6,7
85;72805157;0,1,2,5,7,8
86;154422859;1,2,4,5,8,9
87;57641957;1,4,5,6,7,9
88;62702771;0,1,2,6,7
89;2619559;1,2,5,6,9
90;13115239;1,2,3,5,9
91;104476399;0,1,3,4,6,7,9
92;23036737;0,2,3,6,7
93;154343809;0,1,3,4,5,8,9
94;57991621;1,2,5,6,7,9
95;61858183;1,3,5,6,8
96;145599547;1,4,5,7,9
97;164418127;1,2,4,6,7,8
98;121603747;0,1,2,3,4,6,7
99;149679863;1,3,4,6,7,8,9
100;70145227;0,1,2,4,5,7
101;144930473;0,1,3,4,7,9
102;26712527;1,2,5,6,7
103;94869493;3,4,6,8,9
104;49139813;1,3,4,8,9
105;78615227;1,2,5,6,7,8
106;9907081;0,1,7,8,9
107;40609043;0,3,4,6,9
108;140781547;0,1,4,5,7,8
109;94946993;3,4,6,9
110;13035959;0,1,3,5,9
111;72514063;0,1,2,3,4,5,6,7
112;99250183;0,1,2,3,5,8,9
113;109875631;0,1,3,5,6,7,8,9
114;82267747;2,4,6,7,8
115;129874013;0,1,2,3,4,7,8,9
116;148204279;0,1,2,4,7,8,9
117;115116557;1,5,6,7
118;166949609;0,1,4,6,9
119;107779237;0,1,2,3,7,9
120;55045379;0,3,4,5,7,9
121;84368437;3,4,6,7,8
122;83956571;1,3,5,6,7,8,9
123;26876959;2,5,6,7,8,9
124;35663629;2,3,5,6,9
125;58036457;0,3,4,5,6,7,8
126;28326643;2,3,4,6,8
127;99977641;1,4,6,7,9
128;30660881;0,1,3,6,8
129;13695497;1,3,4,5,6,7,9
130;105791519;0,1,5,7,9
131;110944123;0,1,2,3,4,9
132;149742161;1,2,4,6,7,9
