1;2;2
2;3;3
3;5;5
4;7;7
5;11;b
6;13;d
7;17;h
8;19;j
9;23;n
10;29;t
11;31;v
12;37;1
13;41;1,5
14;43;1,7
15;47;1,b
16;53;1,h
17;59;1,n
18;61;1,p
19;67;1,v
20;71;1,z
21;73;1,2
22;79;2,7
23;83;2,b
24;89;2,h
25;97;2,p
26;101;2,t
27;103;2,v
28;107;2,z
29;109;1,3
30;113;3,5
31;127;3,j
32;131;3,n
33;137;3,t
34;139;3,v
35;149;4,5
36;151;4,7
37;157;4,d
38;163;4,j
39;167;4,n
40;173;4,t
41;179;4,z
42;181;1,5
43;191;5,b
44;193;5,d
45;197;5,h
46;199;5,j
47;211;5,v
48;223;6,7
49;227;6,b
50;229;6,d
51;233;6,h
52;239;6,n
53;241;6,p
54;251;6,z
55;257;5,7
56;263;7,b
57;269;7,h
58;271;7,j
59;277;7,p
60;281;7,t
61;283;7,v
62;293;5,8
63;307;8,j
64;311;8,n
65;313;8,p
66;317;8,t
67;331;7,9
68;337;9,d
69;347;9,n
70;349;9,p
71;353;9,t
72;359;9,z
73;367;7,a
74;373;a,d
75;379;a,j
76;383;a,n
77;389;a,t
78;397;1,b
79;401;5,b
80;409;b,d
81;419;b,n
82;421;b,p
83;431;b,z
84;433;1,c
85;439;7,c
86;443;b,c
87;449;c,h
88;457;c,p
89;461;c,t
90;463;c,v
91;467;c,z
92;479;b,d
93;487;d,j
94;491;d,n
95;499;d,v
96;503;d,z
97;509;5,e
98;521;e,h
99;523;e,j
100;541;1,f
101;547;7,f
102;557;f,h
103;563;f,n
104;569;f,t
105;571;f,v
106;577;1,g
107;587;b,g
108;593;g,h
109;599;g,n
110;601;g,p
111;607;g,v
112;613;1,h
113;617;5,h
114;619;7,h
115;631;h,j
116;641;h,t
117;643;h,v
118;647;h,z
119;653;5,i
120;659;b,i
121;661;d,i
122;673;i,p
123;677;i,t
124;683;i,z
125;691;7,j
126;701;h,j
127;709;j,p
128;719;j,z
129;727;7,k
130;733;d,k
131;739;j,k
132;743;k,n
133;751;k,v
134;757;1,l
135;761;5,l
136;769;d,l
137;773;h,l
138;787;l,v
139;797;5,m
140;809;h,m
141;811;j,m
142;821;m,t
143;823;m,v
144;827;m,z
145;829;1,n
146;839;b,n
147;853;n,p
148;857;n,t
149;859;n,v
150;863;n,z
151;877;d,o
152;881;h,o
153;883;j,o
154;887;n,o
155;907;7,p
156;911;b,p
157;919;j,p
158;929;p,t
159;937;1,q
160;941;5,q
161;947;b,q
162;953;h,q
163;967;q,v
164;971;q,z
165;977;5,r
166;983;b,r
167;991;j,r
168;997;p,r
169;1009;1,s
170;1013;5,s
171;1019;b,s
172;1021;d,s
173;1031;n,s
174;1033;p,s
175;1039;s,v
176;1049;5,t
177;1051;7,t
178;1061;h,t
179;1063;j,t
180;1069;p,t
181;1087;7,u
182;1091;b,u
183;1093;d,u
184;1097;h,u
185;1103;n,u
186;1109;t,u
187;1117;1,v
188;1123;7,v
189;1129;d,v
190;1151;v,z
191;1153;1,w
192;1163;b,w
193;1171;j,w
194;1181;t,w
195;1187;w,z
196;1193;5,x
197;1201;d,x
198;1213;p,x
199;1217;t,x
200;1223;x,z
201;1229;5,y
202;1231;7,y
203;1237;d,y
204;1249;p,y
205;1259;y,z
206;1277;h,z
207;1279;j,z
208;1283;n,z
209;1289;t,z
210;1291;v,z
211;1297;0,1
212;1301;0,1,5
213;1303;0,1,7
214;1307;0,1,b
215;1319;0,1,n
216;1321;0,1,p
217;1327;0,1,v
218;1361;1,t
219;1367;1,z
