1;2;2
2;3;3
3;5;5
4;7;7
5;13;1,3
6;15;1,5
7;21;1,2
8;23;2,3
9;27;2,7
10;35;3,5
11;37;3,7
12;45;4,5
13;51;1,5
14;53;3,5
15;57;5,7
16;65;5,6
17;73;3,7
18;75;5,7
19;103;0,1,3
20;107;0,1,7
21;111;1
22;117;1,7
23;123;1,2,3
24;131;1,3
25;141;1,4
26;145;1,4,5
27;147;1,4,7
28;153;1,3,5
29;155;1,5
30;161;1,6
31;177;1,7
32;203;0,2,3
33;211;1,2
34;213;1,2,3
35;225;2,5
36;227;2,7
37;235;2,3,5
38;243;2,3,4
39;247;2,4,7
40;255;2,5
41;263;2,3,6
42;265;2,5,6
43;277;2,7
44;301;0,1,3
45;305;0,3,5
46;307;0,3,7
47;323;2,3
48;337;3,7
49;343;3,4
50;345;3,4,5
51;351;1,3,5
52;357;3,5,7
53;361;1,3,6
54;373;3,7
55;401;0,1,4
56;407;0,4,7
57;415;1,4,5
58;417;1,4,7
59;425;2,4,5
60;431;1,3,4
61;433;3,4
62;445;4,5
63;463;3,4,6
64;467;4,6,7
65;471;1,4,7
66;475;4,5,7
67;513;1,3,5
68;521;1,2,5
69;533;3,5
70;535;3,5
71;541;1,4,5
72;547;4,5,7
73;557;5,7
74;565;5,6
75;573;3,5,7
76;577;5,7
77;605;0,5,6
78;615;1,5,6
79;621;1,2,6
80;631;1,3,6
81;643;3,4,6
82;645;4,5,6
83;657;5,6,7
84;661;1,6
85;667;6,7
86;673;3,6,7
87;701;0,1,7
88;711;1,7
89;715;1,5,7
90;717;1,7
91;723;2,3,7
92;737;3,7
93;747;4,7
94;753;3,5,7
95;763;3,6,7
96;767;6,7
97;775;5,7
98;1011;0,1
99;1013;0,1,3
100;1035;0,1,3,5
101;1043;0,1,3,4
102;1055;0,1,5
103;1063;0,1,3,6
104;1071;0,1,7
105;1073;0,1,3,7
106;1101;0,1
107;1113;1,3
108;1121;1,2
109;1127;1,2,7
110;1131;1,3
111;1137;1,3,7
112;1145;1,4,5
113;1151;1,5
114;1153;1,3,5
115;1167;1,6,7
116;1201;0,1,2
117;1203;0,1,2,3
118;1207;0,1,2,7
119;1215;1,2,5
120;1223;1,2,3
121;1225;1,2,5
122;1241;1,2,4
123;1245;1,2,4,5
124;1253;1,2,3,5
125;1263;1,2,3,6
126;1275;1,2,5,7
127;1305;0,1,3,5
128;1317;1,3,7
129;1327;1,2,3,7
130;1335;1,3,5
131;1343;1,3,4
132;1347;1,3,4,7
133;1357;1,3,5,7
134;1365;1,3,5,6
135;1371;1,3,7
136;1401;0,1,4
137;1405;0,1,4,5
138;1423;1,2,3,4
139;1435;1,3,4,5
140;1451;1,4,5
141;1453;1,3,4,5
142;1465;1,4,5,6
143;1467;1,4,6,7
144;1473;1,3,4,7
145;1475;1,4,5,7
146;1507;0,1,5,7
147;1525;1,2,5
148;1531;1,3,5
149;1533;1,3,5
150;1537;1,3,5,7
151;1555;1,5
152;1561;1,5,6
153;1563;1,3,5,6
154;1567;1,5,6,7
155;1613;1,3,6
156;1617;1,6,7
157;1627;1,2,6,7
158;1641;1,4,6
159;1651;1,5,6
160;1655;1,5,6
161;1663;1,3,6
162;1671;1,6,7
163;1707;0,1,7
164;1713;1,3,7
165;1721;1,2,7
166;1727;1,2,7
167;1737;1,3,7
168;1745;1,4,5,7
169;1761;1,6,7
170;1765;1,5,6,7
171;1773;1,3,7
172;1775;1,5,7
173;2007;0,2,7
174;2011;0,1,2
175;2017;0,1,2,7
176;2031;0,1,2,3
177;2033;0,2,3
